rule_id,unit,surface_form,text,marks_genuine_nk
morph.mod.deontic,commit:d2ad06508bed85d7d886678c3563948903659faf:commit_message,should,"(EZ-48) Add support for debian systemd

This commit updates both the PE and foss build pipelines to correctly
install systemd scripts for packages built with EZBake. It also cleans
up some of the logic in the {pre,post}{inst,rm} debian scripts.

This only upgrades Ububtu Xenial to systemd, even though it really
should include Debian Jessie. We disable the service in the prerm, which
prevents us fr",
morph.mod.deontic,commit:cf1f1f84b67a939d63e6b402a255739af3f2162a:commit_message,should,"(EZ-102) Update EZBake to install SysV + SystemD

This commit updates EZBake to start installing sysv files on newer
systemd based debian-ish systems. The idea being that users should be
able to switch between the older and newer service management tools.
This is a behavior that has already been established in other packages
that are targeted at newer releases.

This commit also updates EZBake to ",
morph.mod.deontic,commit:d5a08db673bf57dd072421654196754524644b05:commit_message,should,(SERVER-1742) Restart functions should not try to start if stop fails,
morph.mod.deontic,commit:90c6d546efcb441524422df17dc16d82e17b48eb:commit_message,should,"(maint) Pass MOCK and COW settings when running 

The generic ezbake jenkins jobs now have MOCKS and COWS parameters to
help with determining repo creation. We should make sure we're passing
local mock/cow values through so we create repos correctly.",
morph.mod.deontic,commit:25a5d3b7f38a2fd9bf258a3e2429f7f23c55d1ad:commit_message,should,"Remove Fedora 19 from build targets

Fedora 19 went EOL on 2015-01-06. We should not longer be providing
packages for this platform.",
morph.mod.deontic,commit:e43660e2363c45d7a35d4ef36246f8866764f5d9:commit_message,should,"(PE-36861) Add a needrestart conf file for debian packages

In Ubuntu 22, needrestart is now called by default whenever a package is installed via apt. Because our packages lay down a temp directory for use by the service, when the services create and modify files in those temp dirs, needrestart thinks the service needs to be restarted. Because we manage restarting our services as needed, this dro",
morph.mod.deontic,commit:aa6861dc16562d13fa5888c070a636d2ac6e14a2:commit_message,must,"(SERVER-3) Update EL init scripts to invoke the daemon from INSTALL_DIR

On el systems, if the service is invoked using init.d directly, while in
a root owned directory, it will fail to run several external commands
during startup. This isn't a problem for debian because we pass in a
directory to run from that will be accessible to the service user. This
commit implements the same behavior for EL ",
morph.mod.deontic,commit:3416c74a85e5ac7222c452c1f808c7417e943fa3:commit_message,must,"(maint) Resolve snapshot dep versions.

During staging, replace all SNAPSHOT dependency versions with the
most recently deployed version. This makes the builds transparent since
we'll know exactly which maven artifacts are in it, and improves
reproducibility since there must be a deployed snapshot version (locally
deployed snapshots are not permitted). If no deployed version of
a snapshotted depen",
morph.mod.deontic,commit:4b2d3675a4788c4becd67020edfc38dc6cd07580:commit_message,should,"Update build.rake

the 'build?token=' access method does not work in the latest jenkins core version.
But using the other original case where JENKINS_USER_AUTH=<LDAP username>:<token>
should work",
morph.mod.deontic,commit:c1e984fb4bd638f2ecaaf7c054bb306fb8340042:commit_message,should,"(re-3691) Start services after pe-postgresql

Some of our services depend on PostgreSQL being available at
start time.

This adds ordering to the startup scripts such that services
should start after pe-postgresql, if it is configured
to run on the local server.",
morph.mod.deontic,commit:09210de2db97fde91f41e22bf011f5b5893f7918:commit_message,should,"(maint) Add real-name to the ezbake.rb

Because of how PE is generally laid out, the confdir for a project like
pe-classifier should be /etc/puppetlabs/classifier and the datadir
should be /opt/puppet/share/classifier. They are currently
/etc/puppetlabs/pe-classifier and /opt/puppet/share/pe-classifier. This
commit adds the real-name element to ezbake.rb, to make the non-prefixed
name available to",
morph.mod.deontic,commit:5ae891b67cdc5833ef26dc68f8c288821895ef63:commit_message,should,"(re-4845) Upgrade from pre-aio to aio paths fails to stop service

Because of the path changes and the change to the name of the jar file
when upgrading from, for example, puppetdb 2.3.x to 3.0.x, the new
init script that gets installed is not able to stop the old service.

This updates the search constraints for the PID of the process to look for
the name of the $JARFILE, which should allow the i",
morph.mod.deontic,commit:3dfa33c230c7455c7011238d4c5dadc1cbf37c1b:commit_message,should,"(MAINT) Update tk-jetty9 to 1.1.0 for FOSS puppetserver

Without this patch FOSS puppet server builds 0.9.0 of tk-jetty9 in the
uberjar.  This is a problem because FOSS puppet server should be using
1.1.0 of tk-jetty9",
morph.mod.deontic,commit:7bae2fd0ce44e34b93d5410eccf4f0904a36dc61:commit_message,should,"(EZ-103) Address incorrect rundir perms

Prior to this commit, we had been creating the rundir, but sometimes
with permissions which prevented the service from being able to create
its own pidfile.  In these cases, the Java process could be launched
successfully and the service start command could still return success.
Any subsequent attempts to ask the service framework for status on the
service,",
morph.mod.deontic,pr:OpenVoxProject/ezbake:3:body,should,"This is a copy of the PR to puppetlabs ezbake at https://github.com/puppetlabs/ezbake/pull/627. Additionally, this removes some more logic around determining Java version vs. Puppet Platform version, since we are only using this for OpenVox 7 and 8 and they should both use the same Java versions now.

Original work by",
morph.mod.deontic,commit:7d7a691f87c38840a8298c1e9b1efd86ec451955:commit_message,should,"(re-4753) rundir should not be ghosted, needs to be created by the package",
morph.mod.deontic,commit:aa6861dc16562d13fa5888c070a636d2ac6e14a2:commit_message,must,"(SERVER-3) Update EL init scripts to invoke the daemon from INSTALL_DIR

On el systems, if the service is invoked using init.d directly, while in
a root owned directory, it will fail to run several external commands
during startup. This isn't a problem for debian because we pass in a
directory to run from that will be accessible to the service user. This
commit implements the same behavior for EL ",
morph.mod.deontic,commit:c9556eb2893dc587f42e6a1bec8eaddda5049f73:commit_message,should,(EZ-135) PE packages should depend on pe-bouncy-castle-jars,
morph.mod.deontic,commit:c3e926ee84aafd474257b5c884d032d0c3131c71:commit_message,should,"Merge pull request #253 from shrug/master

(re-4765) vardir should use real_name",
morph.mod.deontic,pr:OpenVoxProject/ezbake:10:comment_body:3,Should,Should we get rid of  altogether?,
morph.mod.deontic,commit:0147ccde42027e0d76a6eb7b675b07af26f0c5e3:commit_message,should,"(maint) Add docker container for ezbake builds

This commit adds artifacts needed to build and test an ezbake container.
This should help with development and testing, both internal to Puppet
and for external contributors.",
morph.mod.deontic,commit:5bff4308edd6465ef26b09a50047f18c8a9ee08e:commit_message,should,"(maint) Make sure the packaging tarball is shipped

Initially we were generating the packaging tarball then moving it into a
staging directory to prepare artifacts for the build step. However, we
should be shipping this tarball to builds, so let's copy it instead.",
morph.mod.deontic,commit:6dc0b82f68fee8d24a2809d5b1810a45a9cd8814:commit_message,should,(maint) Update comment for when this should actually be fixed,
morph.mod.deontic,commit:5a3f21f4606776c1013695477a65c19341610c07:commit_message,should,"(RE-4779) Restart service on upgrade

In the postinst script, we have the potential for making changes to the
service on upgrade. Since we're already restarting the service for rpm,
we should be doing the same thing for deb. However, we want to ensure
this happens after any changes in the postinst script happen.

This is for both PE and foss, becuase, why not?",
morph.mod.deontic,commit:776ad70509480dd9e96b143fe00446c6ecf11421:commit_message,must,"(maint) Update version to SNAPSHOT

Now that 0.1.0 has been produced, the version must be updated to a SNAPSHOT
version to allow new builds to commence.",
morph.mod.deontic,commit:c5092229c0ad04121a9c2649b6ece75d9c4695ee:commit_message,should,"(SERVER-8) Remove ExecStop, add KillMode to systemd services

The currently specified ExecStop is already the default behavior in
systemd, so it is not required. It also causes issues if the service
hasn't started and there is no MAINPID defined. This commit removes that
setting and adds KillMode instead. KillMode=process, as described in
http://www.freedesktop.org/software/systemd/man/systemd.kil",
morph.mod.deontic,commit:f9de8c42da74af5301260dd50e324c21e5dc7455:commit_message,should,"(EZ-132) Change Java runtime OOM and logfile behavior

I think this should be all that's needed. I changed

  -XX:OnOutOfMemoryError=""kill -9 %p""
to
  -XX:+CrashOnOutOfMemoryError

CrashOnOutOfMemoryError has been around since Java 8, so this should work with all our products.

I also added:

    -XX:ErrorFile=""${app_logdir}/${real_name}_err_pid%p.log""",
